Sample Name	Protocol REF	Extract Name	Parameter Value[QA Assay]	Parameter Value[QA Score]	Unit	Term Source REF	Term Accession Number	Parameter Value[QA Instrument]	Parameter Value[gDNA fragment size]	Unit	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Library Selection]	Parameter Value[Library Layout]	Parameter Value[Library QA Instrument]	Parameter Value[Library QA Assay]	Parameter Value[Fragment Size]	Unit	Term Source REF	Term Accession Number	Parameter Value[Library Batch Number]	Protocol REF	Parameter Value[Sequencing Instrument]	Parameter Value[Base Caller]	Parameter Value[Read Length]	Unit	Term Source REF	Term Accession Number	Assay Name	Raw Data File	Protocol REF	Parameter Value[Read Depth]	Unit	Term Source REF	Term Accession Number	Parameter Value[Human Reads Removed]	Unit	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Host Contamination]	Unit	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[MultiQC File Names]
RRRM1_FCS_VIV_ISS-T_YNG_VI4	Nucleic Acid Extraction	RRRM1_FCS_VIV_ISS-T_YNG_VI4	Agilent gDNA ScreenTape Assay	7.6	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	12167	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	622	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-065	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_VIV_ISS-T_YNG_VI4_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_VIV_ISS-T_YNG_VI4_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	10271983	read	SO	http://purl.obolibrary.org/obo/SO_0000150	25.74	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	89.35	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_VIV_ISS-T_YNG_VI5	Nucleic Acid Extraction	RRRM1_FCS_VIV_ISS-T_YNG_VI5	Agilent gDNA ScreenTape Assay	7.3	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	12052	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	576	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-065	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_VIV_ISS-T_YNG_VI5_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_VIV_ISS-T_YNG_VI5_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	8886111	read	SO	http://purl.obolibrary.org/obo/SO_0000150	25.05	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	88.23	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_VIV_ISS-T_YNG_VI6	Nucleic Acid Extraction	RRRM1_FCS_VIV_ISS-T_YNG_VI6	Agilent gDNA ScreenTape Assay	7.3	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	13230	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	533	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-065	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_VIV_ISS-T_YNG_VI6_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_VIV_ISS-T_YNG_VI6_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	8989584	read	SO	http://purl.obolibrary.org/obo/SO_0000150	23.16	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	77.56	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_VIV_ISS-T_YNG_VI7	Nucleic Acid Extraction	RRRM1_FCS_VIV_ISS-T_YNG_VI7	Agilent gDNA ScreenTape Assay	7.2	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	14157	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	620	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-065	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_VIV_ISS-T_YNG_VI7_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_VIV_ISS-T_YNG_VI7_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	10546937	read	SO	http://purl.obolibrary.org/obo/SO_0000150	23.86	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	78.42	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_VIV_ISS-T_YNG_VI8	Nucleic Acid Extraction	RRRM1_FCS_VIV_ISS-T_YNG_VI8	Agilent gDNA ScreenTape Assay	7.5	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	15296	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	713	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-066	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_VIV_ISS-T_YNG_VI8_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_VIV_ISS-T_YNG_VI8_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	12284532	read	SO	http://purl.obolibrary.org/obo/SO_0000150	27.64	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	94.07	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_VIV_ISS-T_YNG_VI9	Nucleic Acid Extraction	RRRM1_FCS_VIV_ISS-T_YNG_VI9	Agilent gDNA ScreenTape Assay	7	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	13429	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	754	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-066	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_VIV_ISS-T_YNG_VI9_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_VIV_ISS-T_YNG_VI9_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	11191704	read	SO	http://purl.obolibrary.org/obo/SO_0000150	26.24	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	86.05	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_VIV_ISS-T_YNG_VI10	Nucleic Acid Extraction	RRRM1_FCS_VIV_ISS-T_YNG_VI10	Agilent gDNA ScreenTape Assay	7	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	13661	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	760	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-066	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_VIV_ISS-T_YNG_VI10_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_VIV_ISS-T_YNG_VI10_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	14589701	read	SO	http://purl.obolibrary.org/obo/SO_0000150	24.73	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	85.25	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_VIV_ISS-T_OLD_VI11	Nucleic Acid Extraction	RRRM1_FCS_VIV_ISS-T_OLD_VI11	Agilent gDNA ScreenTape Assay	6.5	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	10959	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	624	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-066	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_VIV_ISS-T_OLD_VI11_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_VIV_ISS-T_OLD_VI11_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	10009250	read	SO	http://purl.obolibrary.org/obo/SO_0000150	25.96	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	87.32	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_VIV_ISS-T_OLD_VI12	Nucleic Acid Extraction	RRRM1_FCS_VIV_ISS-T_OLD_VI12	Agilent gDNA ScreenTape Assay	6.6	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	11700	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	731	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-067	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_VIV_ISS-T_OLD_VI12_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_VIV_ISS-T_OLD_VI12_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	11507318	read	SO	http://purl.obolibrary.org/obo/SO_0000150	22.79	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	74.28	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_VIV_ISS-T_OLD_VI13	Nucleic Acid Extraction	RRRM1_FCS_VIV_ISS-T_OLD_VI13	Agilent gDNA ScreenTape Assay	7.8	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	13038	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	611	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-065	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_VIV_ISS-T_OLD_VI13_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_VIV_ISS-T_OLD_VI13_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	9523802	read	SO	http://purl.obolibrary.org/obo/SO_0000150	25.88	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	89.7	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_VIV_ISS-T_OLD_VI14	Nucleic Acid Extraction	RRRM1_FCS_VIV_ISS-T_OLD_VI14	Agilent gDNA ScreenTape Assay	6.7	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	14280	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	619	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-065	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_VIV_ISS-T_OLD_VI14_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_VIV_ISS-T_OLD_VI14_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	10342064	read	SO	http://purl.obolibrary.org/obo/SO_0000150	25.4	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	90.12	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_VIV_ISS-T_OLD_VI16	Nucleic Acid Extraction	RRRM1_FCS_VIV_ISS-T_OLD_VI16	Agilent gDNA ScreenTape Assay	7.4	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	14512	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	613	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-066	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_VIV_ISS-T_OLD_VI16_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_VIV_ISS-T_OLD_VI16_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	9119957	read	SO	http://purl.obolibrary.org/obo/SO_0000150	22.86	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	77.74	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_VIV_ISS-T_OLD_VI17	Nucleic Acid Extraction	RRRM1_FCS_VIV_ISS-T_OLD_VI17	Agilent gDNA ScreenTape Assay	6.8	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	15609	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	608	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-066	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_VIV_ISS-T_OLD_VI17_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_VIV_ISS-T_OLD_VI17_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	9922014	read	SO	http://purl.obolibrary.org/obo/SO_0000150	20.59	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	67	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_VIV_ISS-T_OLD_VI18	Nucleic Acid Extraction	RRRM1_FCS_VIV_ISS-T_OLD_VI18	Agilent gDNA ScreenTape Assay	7.8	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	15830	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	696	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-067	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_VIV_ISS-T_OLD_VI18_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_VIV_ISS-T_OLD_VI18_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	10190999	read	SO	http://purl.obolibrary.org/obo/SO_0000150	27.97	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	90.6	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_VIV_ISS-T_OLD_VI19	Nucleic Acid Extraction	RRRM1_FCS_VIV_ISS-T_OLD_VI19	Agilent gDNA ScreenTape Assay	7.7	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	20667	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	584	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-066	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_VIV_ISS-T_OLD_VI19_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_VIV_ISS-T_OLD_VI19_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	12046857	read	SO	http://purl.obolibrary.org/obo/SO_0000150	21.22	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	75.71	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_VIV_ISS-T_OLD_VI20	Nucleic Acid Extraction	RRRM1_FCS_VIV_ISS-T_OLD_VI20	Agilent gDNA ScreenTape Assay	7.5	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	14113	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	702	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-067	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_VIV_ISS-T_OLD_VI20_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_VIV_ISS-T_OLD_VI20_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	9421406	read	SO	http://purl.obolibrary.org/obo/SO_0000150	26.78	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	91.9	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_VIV_LAR_YNG_VL1	Nucleic Acid Extraction	RRRM1_FCS_VIV_LAR_YNG_VL1	Agilent gDNA ScreenTape Assay	6.6	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	14186	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	532	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-063	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_VIV_LAR_YNG_VL1_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_VIV_LAR_YNG_VL1_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	15618793	read	SO	http://purl.obolibrary.org/obo/SO_0000150	14.67	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	3.03	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_VIV_LAR_YNG_VL2	Nucleic Acid Extraction	RRRM1_FCS_VIV_LAR_YNG_VL2	Agilent gDNA ScreenTape Assay	6.6	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	11083	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	612	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-066	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_VIV_LAR_YNG_VL2_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_VIV_LAR_YNG_VL2_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	13742588	read	SO	http://purl.obolibrary.org/obo/SO_0000150	4.89	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	3.93	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_VIV_LAR_OLD_VL3	Nucleic Acid Extraction	RRRM1_FCS_VIV_LAR_OLD_VL3	Agilent gDNA ScreenTape Assay	7.2	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	11761	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	604	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-066	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_VIV_LAR_OLD_VL3_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_VIV_LAR_OLD_VL3_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	12559161	read	SO	http://purl.obolibrary.org/obo/SO_0000150	6.39	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	6.32	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_VIV_LAR_OLD_VL4	Nucleic Acid Extraction	RRRM1_FCS_VIV_LAR_OLD_VL4	Agilent gDNA ScreenTape Assay	6.8	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	11774	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	640	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-064	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_VIV_LAR_OLD_VL4_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_VIV_LAR_OLD_VL4_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	12789310	read	SO	http://purl.obolibrary.org/obo/SO_0000150	8.58	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	21.59	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_VIV_LAR_YNG_VL5	Nucleic Acid Extraction	RRRM1_FCS_VIV_LAR_YNG_VL5	Agilent gDNA ScreenTape Assay	7	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	10440	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	654	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-064	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_VIV_LAR_YNG_VL5_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_VIV_LAR_YNG_VL5_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	11471143	read	SO	http://purl.obolibrary.org/obo/SO_0000150	4.94	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	1.84	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_VIV_LAR_YNG_VL6	Nucleic Acid Extraction	RRRM1_FCS_VIV_LAR_YNG_VL6	Agilent gDNA ScreenTape Assay	6.5	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	10319	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	654	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-064	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_VIV_LAR_YNG_VL6_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_VIV_LAR_YNG_VL6_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	14300949	read	SO	http://purl.obolibrary.org/obo/SO_0000150	8.05	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	19.03	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
